frame 1080, size 7: invalid
frame 1081, size 7: invalid
frame 1082, size 7: invalid
frame 1083, size 7: invalid
frame 1084, size 7: valid
frame 1085, size 8: invalid
frame 1086, size 8: valid
frame 1087, size 15: invalid
frame 1088, size 15: invalid
frame 1089, size 15: invalid
frame 1090, size 15: valid
frame 1091, size 11: invalid
frame 1092, size 11: invalid
frame 1093, size 11: invalid
frame 1094, size 11: invalid
frame 1095, size 11: valid
frame 1096, size 13: invalid
frame 1097, size 13: invalid
frame 1098, size 13: invalid
frame 1099, size 13: valid
frame 1100, size 10: invalid
frame 1101, size 10: invalid
frame 1102, size 10: valid
